t,z,authority_ratio,turns,release,valve,afilt,bhat,vz,state,itki,safety,thrust
2.13,1.3586536625,2.46227657554,0.639245214894,1,0.409660671463,0.115533892156,24.5571458908,1.63776570608,4,0,0,263.89965896
2.14,1.37502096226,2.45630999812,0.639245214894,1,0.410213415423,0.0895685773554,24.520369454,1.63567538065,4,0,0,263.585468856
2.15,1.39136678737,2.45032157593,0.639245214894,1,0.410800514178,0.0647664530483,24.4824467256,1.63347080089,4,0,0,263.271717012
2.16,1.40768999606,2.44436257899,0.639245214894,1,0.411419077845,0.0410357388492,24.443563972,1.63115212614,4,0,0,262.958402733
2.17,1.4239894482,2.43847131792,0.639245214894,1,0.412066516275,0.018291994773,24.4038879834,1.62871951552,4,0,0,262.64552532
2.18,1.44026400522,2.432675775,0.639245214894,1,0.412740510638,-0.0035424659933,24.3635678603,1.62617312787,4,0,0,262.333084078
2.19,1.45651253014,2.42699573776,0.639245214894,1,0.413438987843,-0.0245391173404,24.3227366458,1.62351312179,4,0,0,262.021078312
2.2,1.47273388757,2.42144452663,0.639245214894,1,0.414160097471,-0.0447637172672,24.2815128165,1.62073965563,4,0,0,261.709507331
2.21,1.48892694369,2.41603039131,0.639245214894,1,0.414902190947,-0.0642767651481,24.2400016434,1.61785288747,4,0,0,261.398370442
2.22,1.50509056628,2.41075763727,0.639245214894,1,0.415663802688,-0.0831339224199,24.1982964349,1.61485297516,4,0,0,261.087666954
2.23,1.52122362469,2.40562753237,0.639245214894,1,0.416443633036,-0.101386399613,24.1564796704,1.61174007629,4,0,0,260.777396179
2.24,1.53732498983,2.40063903456,0.639245214894,1,0.417240532769,-0.119081312419,24.1146240344,1.60851434819,4,0,0,260.467557428
2.25,1.5533935342,2.39578937409,0.639245214894,1,0.418053489046,-0.136262009278,24.0727933602,1.60517594796,4,0,0,260.158150014
2.26,1.56942813186,2.39107451765,0.639245214894,1,0.418881612628,-0.15296837275,24.0310434891,1.60172503243,4,0,0,259.849173252
2.27,1.58542765845,2.38648953666,0.639245214894,1,0.419724126257,-0.169237096785,23.989423054,1.5981617582,4,0,0,259.540626458
2.28,1.60139099115,2.38202889808,0.639245214894,1,0.420580354081,-0.185101941809,23.9479741927,1.5944862816,4,0,0,259.232508947
2.29,1.61731700872,2.37768669241,0.639245214894,1,0.421449712019,-0.200593969399,23.906733198,1.59069875874,4,0,0,258.924820039
2.3,1.63320459149,2.37345681118,0.639245214894,1,0.422331698995,-0.215741758191,23.865731108,1.58679934544,4,0,0,258.617559053
2.31,1.64905262132,2.36933308369,0.639245214894,1,0.423225888933,-0.230571602509,23.8249942444,1.58278819732,4,0,0,258.310725309
2.32,1.66485998165,2.36530938105,0.639245214894,1,0.424131923476,-0.245107695106,23.784544701,1.57866546972,4,0,0,258.004318129
2.33,1.68062555744,2.3613796941,0.639245214894,1,0.425049505338,-0.259372295291,23.7444007879,1.57443131775,4,0,0,257.698336836
2.34,1.69634823525,2.35753819044,0.639245214894,1,0.425978392252,-0.273385883595,23.7045774346,1.57008589626,4,0,0,257.392780754
2.35,1.71202690314,2.35377925492,0.639245214894,1,0.426918391444,-0.287167304074,23.6650865562,1.56562935986,4,0,0,257.087649208
2.36,1.72766045073,2.35009751703,0.639245214894,1,0.427869354605,-0.300733895219,23.6259373853,1.56106186293,4,0,0,256.782941525
2.37,1.74324776919,2.34648786813,0.639245214894,1,0.428831173305,-0.314101610404,23.5871367725,1.55638355958,4,0,0,256.478657033
2.38,1.75878775123,2.34294547053,0.639245214894,1,0.429803774816,-0.327285128686,23.5486894594,1.55159460369,4,0,0,256.17479506
2.39,1.77427929109,2.33946576058,0.639245214894,1,0.43078711831,-0.340297956749,23.5105983248,1.54669514889,4,0,0,255.871354937
2.4,1.78972128455,2.33604444698,0.639245214894,1,0.4317811914,-0.353152522694,23.4728646078,1.54168534858,4,0,0,255.568335996
2.41,1.80511262892,2.33267750559,0.639245214894,1,0.432786006985,-0.365860262314,23.435488109,1.5365653559,4,0,0,255.265737568
2.42,1.82045222304,2.32936117169,0.639245214894,1,0.433801600396,-0.378431698483,23.3984673727,1.53133532376,4,0,0,254.963558987
2.43,1.83573896728,2.32609193038,0.639245214894,1,0.43482802679,-0.390876514182,23.3617998505,1.52599540481,4,0,0,254.661799589
2.44,1.85097176353,2.32286650577,0.639245214894,1,0.435865358795,-0.403203619688,23.3254820488,1.52054575148,4,0,0,254.360458709
2.45,1.86614951521,2.31968184936,0.639245214894,1,0.436913684365,-0.415421214388,23.2895096621,1.51498651595,4,0,0,254.059535685
2.46,1.88127112725,2.31653512799,0.639245214894,1,0.437973104843,-0.427536843643,23.2538776918,1.50931785015,4,0,0,253.759029856
2.47,1.89633550613,2.3134237117,0.639245214894,1,0.439043733205,-0.439557451112,23.2185805538,1.50353990578,4,0,0,253.45894056
2.48,1.91134155979,2.31034516156,0.639245214894,1,0.440125692473,-0.451489426881,23.1836121739,1.4976528343,4,0,0,253.159267139
2.49,1.92628819774,2.30729721784,0.639245214894,1,0.441219114283,-0.463338651745,23.1489660738,1.49165678692,4,0,0,252.860008935
2.5,1.94117433097,2.30427778844,0.639245214894,1,0.442324137589,-0.475110537951,23.1146354478,1.48555191463,4,0,0,252.56116529
2.51,1.95599887198,2.30128493772,0.639245214894,1,0.4434409075,-0.486810066676,23.0806132309,1.47933836816,4,0,0,252.26273555
2.52,1.97076073478,2.29831687594,0.639245214894,1,0.444569574238,-0.49844182251,23.0468921597,1.47301629801,4,0,0,251.96471906
2.53,1.98545883489,2.29537194903,0.639245214894,1,0.44571029219,-0.510010025179,23.0134648259,1.46658585445,4,0,0,251.667115166
2.54,2.00009208932,2.29244862909,0.639245214894,1,0.446863219075,-0.521518558733,22.9803237242,1.4600471875,4,0,0,251.369923216
2.55,2.01465941659,2.28954550523,0.639245214894,1,0.448028515187,-0.532970998392,22.9474612944,1.45340044696,4,0,0,251.07314256
2.56,2.02915973671,2.28666127515,0.639245214894,1,0.449206342723,-0.544370635255,22.9148699581,1.44664578237,4,0,0,250.776772547
2.57,2.04359197119,2.28379473708,0.639245214894,1,0.45039686519,-0.55572049902,22.8825421511,1.43978334304,4,0,0,250.480812529
2.58,2.05795504303,2.28094478234,0.639245214894,1,0.451600246872,-0.567023378899,22.8504703519,1.43281327807,4,0,0,250.185261858
2.59,2.07224787671,2.27811038835,0.639245214894,1,0.452816652364,-0.578281842848,22.8186471057,1.42573573629,4,0,0,249.890119887
2.6,2.0864693982,2.27529061214,0.639245214894,1,0.454046246156,-0.589498255269,22.7870650462,1.41855086631,4,0,0,249.595385973
2.61,2.10061853498,2.27248458428,0.639245214894,1,0.455289192275,-0.600674793286,22.7557169132,1.4112588165,4,0,0,249.30105947
2.62,2.11469421598,2.26969150323,0.639245214894,1,0.456545653964,-0.611813461728,22.7245955683,1.40385973501,4,0,0,249.007139735
2.63,2.12869537162,2.2669106302,0.639245214894,1,0.45781579341,-0.622916106908,22.6936940076,1.39635376975,4,0,0,248.713626127
2.64,2.14262093381,2.26414128421,0.639245214894,1,0.459099771503,-0.633984429301,22.663005373,1.38874106838,4,0,0,248.420518006
2.65,2.15646983591,2.26138283768,0.639245214894,1,0.460397747638,-0.645019995205,22.6325229607,1.38102177835,4,0,0,248.127814731
2.66,2.17024101279,2.25863471222,0.639245214894,1,0.461709879535,-0.656024247477,22.6022402283,1.37319604686,4,0,0,247.835515664
2.67,2.18393340076,2.25589637483,0.639245214894,1,0.463036323096,-0.666998515401,22.5721508007,1.3652640209,4,0,0,247.543620168
2.68,2.19754593762,2.25316733435,0.639245214894,1,0.464377232287,-0.677944023773,22.5422484741,1.3572258472,4,0,0,247.252127606
2.69,2.2110775626,2.25044713814,0.639245214894,1,0.465732759031,-0.688861901253,22.512527219,1.34908167227,4,0,0,246.961037345
2.7,2.22452721645,2.24773536909,0.639245214894,1,0.467103053138,-0.699753188059,22.4829811822,1.34083164241,4,0,0,246.670348749
2.71,2.23789384133,2.24503164279,0.639245214894,1,0.468488262239,-0.710618843031,22.4536046877,1.33247590366,4,0,0,246.380061187
2.72,2.25117638089,2.24233560498,0.639245214894,1,0.469888531739,-0.721459750146,22.4243922371,1.32401460184,4,0,0,246.090174026
2.73,2.26437378022,2.23964692915,0.639245214894,1,0.471304004792,-0.732276724497,22.3953385086,1.31544788254,4,0,0,245.800686637
2.74,2.27748498587,2.23696531434,0.639245214894,1,0.472734822274,-0.743070517806,22.3664383561,1.30677589114,4,0,0,245.511598388
2.75,2.29050894586,2.23429048315,0.639245214894,1,0.474181122781,-0.753841823487,22.3376868074,1.29799877275,4,0,0,245.222908654
2.76,2.30344460964,2.23162217982,0.639245214894,1,0.475643042632,-0.764591281306,22.3090790618,1.28911667228,4,0,0,244.934616805
2.77,2.3162909281,2.22896016855,0.692280345999,1,0.477120715874,-0.775319481677,22.2806104876,1.28012973443,4,0,0,244.646722217
2.78,2.32904685361,2.18881984929,0.736103739316,1,0.480820638432,-0.786026969596,22.1501665579,1.27103810362,4,0,0,244.359224263
2.79,2.34174844934,2.13190703356,0.770715394844,1,0.484831910774,-0.731118084068,21.9608732764,1.27004144461,4,0,0,269.259831386
2.8,2.35447889166,2.07469375593,0.796115312584,1,0.488363931124,-0.619614468973,21.7523199767,1.27666821566,4,0,0,289.714169822
2.81,2.36730124298,2.02442892833,0.812303492534,1,0.491298096799,-0.477967871178,21.545068873,1.28817789569,4,0,0,302.278453763
2.82,2.3802539353,1.98331609467,0.819279934696,1,0.493661443745,-0.324562418609,21.3484645129,1.30257389855,4,0,0,309.648216493
2.83,2.39335999521,1.95266303628,0.820465221329,1,0.495407875823,-0.169399754819,21.1700245665,1.31872360734,4,0,0,314.15750774
2.84,2.40663221784,1.93217350117,0.820465221329,1,0.496574542631,-0.0209254628773,21.0131625699,1.33558889629,4,0,0,315.820810959
2.85,2.42007349422,1.91999916222,0.820465221329,1,0.497264177991,0.115874303097,20.8767481599,1.3524796124,4,0,0,315.701466002
2.86,2.43368208374,1.91422953718,0.820465221329,1,0.497542042389,0.240441627124,20.7586318818,1.36920927094,4,0,0,315.218233247
2.87,2.44745709094,1.91332716042,0.820465221329,1,0.497449601358,0.353637733477,20.6568511053,1.3857632005,4,0,0,314.735772077
2.88,2.46139676011,1.91363104977,0.820465221329,1,0.497024591599,0.456374835075,20.5696253812,1.40214171554,4,0,0,314.254167899
2.89,2.47549933867,1.91427881428,0.767683363306,1,0.496302751284,0.549492167133,20.4953406085,1.4183451304,4,0,0,313.773424794
2.9,2.48976307718,1.91735222161,0.730363789237,1,0.494059766654,0.633761820987,20.4845562697,1.4343737588,4,0,0,313.293542352
2.91,2.50416262858,1.92264469988,0.708506499122,1,0.491960082638,0.668179568325,20.4982560696,1.44501359543,4,0,0,296.801161441
2.92,2.51864081247,1.92942205096,0.701443425052,1,0.490338045725,0.655811333973,20.5234501158,1.45014936182,4,0,0,281.856969535
2.93,2.53314958018,1.93643083284,0.701443425052,1,0.48921161934,0.612284795602,20.5509653685,1.45126665786,4,0,0,271.290942361
2.94,2.54766046087,1.943068328,0.701443425052,1,0.488355388806,0.559476068938,20.5763680733,1.45078841498,4,0,0,267.647385419
2.95,2.56216478337,1.9493515171,0.701443425052,1,0.487583678753,0.508850635803,20.5997601948,1.45005499653,4,0,0,267.295850795
2.96,2.57666113302,1.95530073985,0.701443425052,1,0.486875684006,0.461253640539,20.6212693717,1.44919387848,4,0,0,266.945143818
2.97,2.59114823382,1.96093487588,0.701443425052,1,0.486228233245,0.416444403804,20.6410135812,1.44820526029,4,0,0,266.595022457
2.98,2.60562481176,1.96627145806,0.701443425052,1,0.485638423959,0.374201472862,20.6591019026,1.44708933796,4,0,0,266.245453313
2.99,2.62008959477,1.97132677694,0.701443425052,1,0.485103597307,0.334321108304,20.6756352212,1.44584630712,4,0,0,265.896425576
3,2.63454131274,1.97611597696,0.701443425052,1,0.484621315899,0.296615867025,20.6907068752,1.44447636305,4,0,0,265.547935378
3.01,2.64897869752,1.98065314495,0.701443425052,1,0.484189343791,0.260913298632,20.7044032522,1.44297970067,4,0,0,265.199980806
3.02,2.6634004829,1.98495139168,0.701443425052,1,0.483805628462,0.227054746016,20.7168043368,1.44135651458,4,0,0,264.852560639
3.03,2.67780540461,1.98902292687,0.701443425052,1,0.483468284538,0.194894241908,20.7279842156,1.43960699902,4,0,0,264.505673842
3.04,2.69219220032,1.99287912835,0.701443425052,1,0.483175579091,0.164297493695,20.7380115413,1.43773134792,4,0,0,264.159319452
3.05,2.70655960966,1.99653060566,0.701443425052,1,0.482925918343,0.135140949456,20.7469499598,1.43572975482,4,0,0,263.813496527
3.06,2.72090637416,1.99998725871,0.701443425052,1,0.482717835619,0.107310938708,20.7548585033,1.43360241297,4,0,0,263.468204133
3.07,2.73523123731,2.00325833172,0.701443425052,1,0.482549980432,0.0807028818998,20.7617919527,1.43134951526,4,0,0,263.123441339
3.08,2.7495329445,2.00635246295,0.701443425052,1,0.482421108584,0.0552205631435,20.7678011696,1.42897125423,4,0,0,262.779207219
3.09,2.76381024307,2.00927773049,0.701443425052,1,0.48233007317,0.0307754611233,20.772933404,1.42646782211,4,0,0,262.435500846
3.1,2.77806188226,2.01204169444,0.701443425052,1,0.482275816407,0.00728613353727,20.7772325751,1.42383941078,4,0,0,262.092321296
3.11,2.79228661325,2.01465143578,0.701443425052,1,0.482257362199,-0.0153223492187,20.7807395317,1.42108621177,4,0,0,261.749667648
3.12,2.8064831891,2.0171135922,0.701443425052,1,0.482273809377,-0.0371189250618,20.7834922909,1.41820841629,4,0,0,261.407538981
3.13,2.82065036481,2.01943439101,0.701443425052,1,0.481738821057,-0.0581670195517,20.7855262579,1.41520621523,5,0,0,261.065934378
3.14,2.83478689728,2.02161967964,0.701443425052,1,0.448317176413,-0.0785249868739,20.7868744286,1.41207979912,5,0,0,260.724852921
3.15,2.84889154531,2.02367495358,0.701443425052,1,0.446413713482,-0.0982465155446,20.7875675758,1.40882935817,5,0,0,260.384293697
3.16,2.8629630696,2.02560538225,0.701443425052,1,0.444516422483,-0.117381001659,20.7876344207,1.40545508225,5,0,0,260.044255791
3.17,2.87700023275,2.02741583278,0.701443425052,1,0.4426502164,-0.135973892279,20.7858589876,1.40195716091,5,0,0,259.704738294
3.18,2.89100179924,2.02911089198,0.701443425052,1,0.440813961387,-0.154067001352,20.7822310426,1.39833578335,5,0,0,259.365740296
3.19,2.90496653547,2.03069488653,0.701443425052,1,0.439003257937,-0.171698800354,20.7768927073,1.39459113846,5,0,0,259.027260889
3.2,2.9188932097,2.03217190168,0.701443425052,1,0.437213931139,-0.188904685682,20.7699751991,1.39072341479,5,0,0,258.689299167
3.21,2.93278059208,2.03354579847,0.701443425052,1,0.435441997457,-0.205717224656,20.7615996804,1.38673280056,5,0,0,258.351854228
3.22,2.94662745465,2.03482022955,0.701443425052,1,0.433683633402,-0.222166381837,20.7518780405,1.38261948367,5,0,0,258.014925167
3.23,2.96043257133,2.03599865388,0.701443425052,1,0.431935145634,-0.238279727248,20.7409136161,1.37838365167,5,0,0,257.678511087
3.24,2.97419471789,2.03708435022,0.701443425052,1,0.430192942099,-0.254082627928,20.7288018551,1.37402549181,5,0,0,257.342611086
3.25,2.98791267199,2.0380804296,0.701443425052,1,0.428453503784,-0.269598424165,20.7156309292,1.36954519101,5,0,0,257.00722427
3.26,3.00158521316,2.03898984686,0.701443425052,1,0.426713356648,-0.284848591633,20.7014822969,1.36494293583,5,0,0,256.672349742
3.27,3.01521112278,2.03981541125,0.701443425052,1,0.424969043318,-0.299852890556,20.6864312237,1.36021891255,5,0,0,256.337986609
3.28,3.02878918411,2.04055979627,0.701443425052,1,0.423217094038,-0.314629502937,20.6705472612,1.3553733071,5,0,0,256.00413398
3.29,3.04231818225,2.04122554875,0.701443425052,1,0.42145399636,-0.329195158814,20.6538946882,1.35040630508,5,0,0,255.670790965
3.3,3.05579690416,2.04181509717,0.701443425052,1,0.419676162963,-0.343565252406,20.6365329179,1.34531809179,5,0,0,255.337956675
3.31,3.06922413865,2.0423307595,0.701443425052,1,0.417879896889,-0.357753948981,20.6185168729,1.3401088522,5,0,0,255.005630226
3.32,3.08259867638,2.04277475026,0.701443425052,1,0.416061353351,-0.371774283163,20.5998973314,1.33477877094,5,0,0,254.673810731
3.33,3.09591930986,2.04314918721,0.701443425052,1,0.414216497077,-0.385638249376,20.5807212454,1.32932803233,5,0,0,254.342497308
3.34,3.10918483344,2.04345609746,0.701443425052,1,0.412341053929,-0.39935688506,20.5610320354,1.32375682037,5,0,0,254.011689075
3.35,3.1223940433,2.0436974231,0.701443425052,1,0.410430455166,-0.412940347224,20.5408698608,1.31806531875,5,0,0,253.681385155
3.36,3.13554573746,2.04387502649,0.701443425052,1,0.408479772334,-0.42639798287,20.5202718703,1.31225371082,5,0,0,253.351584668
3.37,3.14863871577,2.04399069511,0.701443425052,1,0.406483640099,-0.439738393795,20.4992724322,1.30632217963,5,0,0,253.022286738
3.38,3.16167177992,2.04404614601,0.701443425052,1,0.404436163555,-0.4529694962,20.4779033471,1.30027090789,5,0,0,252.693490492
3.39,3.17464373341,2.04401810235,0.701443425052,1,0.402330805338,-0.466098575531,20.4561940438,1.29410007801,5,0,0,252.365195058
3.4,3.18755338157,2.04348174026,0.701443425052,1,0.400160246253,-0.479132336938,20.4341717602,1.28780987208,5,0,0,252.037399563
3.41,3.20039953155,2.04253206831,0.648651617526,1,0.397916210735,-0.492076951691,20.4118617102,1.28140047187,5,0,0,251.710103139
3.42,3.21318099232,2.04651985603,0.611302194948,1,0.394695242896,-0.504938099884,20.43546987,1.27487205883,5,0,0,251.383304919
3.43,3.22586499187,2.05353937118,0.589395157319,1,0.39205842652,-0.573551930148,20.4816088274,1.26124594905,5,0,0,229.617943981
3.44,3.23837849611,2.06206064682,0.582302234741,1,0.390177650321,-0.690532485395,20.5391336989,1.24088786034,5,0,0,211.525342296
3.45,3.25066774865,2.07042051204,0.582302234741,1,0.388843673667,-0.829155824773,20.5958620032,1.21665461806,5,0,0,201.77232864
3.46,3.26270609296,2.07784451124,0.582302234741,1,0.38778239232,-0.968280196946,20.6460858342,1.19097251329,5,0,0,198.482328195
3.47,3.27448649976,2.0844042883,0.582302234741,1,0.386779478467,-1.09782518451,20.6902920331,1.16509658788,5,0,0,198.277778808
3.48,3.28600777606,2.09017110608,0.582302234741,1,0.385794021212,-1.2176004067,20.728967875,1.13914643326,5,0,0,198.073847263
3.49,3.29726918006,2.095210488,0.582302234741,1,0.38480169382,-1.32838670312,20.762561595,1.11312214214,5,0,0,197.870219006
3.5,3.30826997085,2.09958267782,0.582302234741,1,0.383775240778,-1.43090247194,20.7914855116,1.08702380401,5,0,0,197.666853222
3.51,3.31900940839,2.1033430628,0.582302234741,1,0.382682919065,-1.52580864072,20.8161189005,1.06085150819,5,0,0,197.463737808
3.52,3.32948675355,2.10654256289,0.582302234741,1,0.381486161804,-1.61371326387,20.8368106388,1.03460534389,5,0,0,197.260868942
3.53,3.3397012681,2.1092279889,0.582302234741,1,0.380135866982,-1.69517575248,20.8538816383,1.00828540017,5,0,0,197.058245163
3.54,3.34965221469,2.11144237188,0.582302234741,1,0.378566102868,-1.7707107657,20.8676270828,0.981891765995,5,0,0,196.855865804
3.55,3.35933885686,2.11322526623,0.582302234741,1,0.376682545226,-1.84079179097,20.8783184873,0.95542453018,5,0,0,196.653730418
3.56,3.36876045903,2.11461302851,0.582302234741,1,0.374338905263,-1.90585443768,20.8862055925,0.928883781432,5,0,0,196.45183864
3.57,3.37791628651,2.11563907391,0.582302234741,1,0.371281252741,-1.96629946745,20.8915181076,0.902269608333,5,0,0,196.250190122
3.58,3.38680560552,2.11633411222,0.582302234741,1,0.366981998825,-2.02249558197,20.8944673129,0.875582099343,5,0,0,196.048784527
3.59,3.39542768312,2.11672636491,0.582302234741,1,0.359852619382,-2.07478198775,20.8952475357,0.848821342802,5,0,0,195.847621521
3.6,3.40378178729,2.11684176481,0.582302234741,1,0.344010748801,-2.12347075573,20.8912141053,0.821987426926,5,0,0,195.64670077
3.61,3.41186718687,2.11560313989,0.582302234741,1,0.347058745512,-2.16884899219,20.8812356143,0.795080439812,5,0,0,195.44602194
3.62,3.41968315159,2.11248249858,0.582302234741,1,0.350249448224,-2.21118083584,20.8660219666,0.768100469434,5,0,0,195.245584699
3.63,3.42722895206,2.1079580033,0.582302234741,1,0.35357481051,-2.25070929527,20.8462146537,0.741047603647,5,0,0,195.045388715
3.64,3.43450385976,2.10241063019,0.582302234741,1,0.357027605273,-2.28765793935,20.822392809,0.713921930183,5,0,0,194.845433656
3.65,3.44150714705,2.09614255192,0.582302234741,1,0.360601330758,-2.32223245242,20.7950787484,0.686723536657,5,0,0,194.645719193
3.66,3.44823808717,2.08939214052,0.582302234741,1,0.364290129839,-2.354622065,20.7647430394,0.65945251056,5,0,0,194.446244994
3.67,3.45469595424,2.08234620421,0.582302234741,1,0.368088720391,-2.38500087016,20.7318091394,0.632108939265,5,0,0,194.24701073
3.68,3.46088002323,2.07514996137,0.582302234741,1,0.371992334955,-2.41352903447,20.6966576373,0.604692910024,5,0,0,194.048016071
3.69,3.46678957,2.06791516383,0.582302234741,1,0.375996668209,-2.44035391214,20.659630133,0.577204509971,5,0,0,193.849260689
3.7,3.47242387127,2.06072670697,0.582302234741,1,0.380097831057,-2.46561107,20.6210327827,0.549643826118,5,0,0,193.650744254
3.71,3.47778220466,2.05364800311,0.582302234741,1,0.384292310321,-2.48942523047,20.5811395407,0.522010945359,5,0,0,193.45246644
3.72,3.48286384861,2.04672534461,0.582302234741,1,0.388576933212,-2.51191113915,20.5401951207,0.494305954469,5,0,0,193.254426919
3.73,3.48766808247,2.03999144183,0.582302234741,1,0.392948835886,-2.53317436295,20.4984177009,0.466528940103,5,0,0,193.056625364
3.74,3.49219418643,2.03346828779,0.582302234741,1,0.397405435519,-2.55331202435,20.4560013949,0.438679988798,5,0,0,192.859061448
3.75,3.49644144155,2.02716947365,0.582302234741,1,0.401944405393,-2.57241347701,20.4131185072,0.410759186972,5,0,0,192.661734847
3.76,3.50040912976,2.0211020564,0.582302234741,1,0.40656365262,-2.59056092722,20.3699215919,0.382766620925,5,0,0,192.464645235
3.77,3.50409653384,2.01526806201,0.582302234741,1,0.411261298133,-2.60783000574,20.3265453305,0.354702376838,5,0,0,192.267792286
3.78,3.50750293746,2.00966569181,0.582302234741,1,0.416035658661,-2.62429029379,20.2831082455,0.326566540774,5,0,0,192.071175677
3.79,3.51062762511,2.00429028768,0.582302234741,1,0.420885230451,-2.64000580705,20.2397142619,0.298359198679,5,0,0,191.874795084
3.8,3.51346988218,1.99913510139,0.582302234741,1,0.425808674513,-2.65503544088,20.1964541308,0.27008043638,5,0,0,191.678650183
3.81,3.51602899487,1.994191905,0.582302234741,1,0.430804803223,-2.66943337995,20.1534067262,0.241730339587,5,0,0,191.482740652
3.82,3.51830425028,1.98945147278,0.582302234741,1,0.435872568111,-2.68324947511,20.1106402255,0.213308993893,5,0,0,191.287066168
3.83,3.52029493635,1.98490395901,0.582302234741,1,0.441011048724,-2.69652959007,20.0682131852,0.184816484772,5,0,0,191.09162641
3.84,3.52200034187,1.98053919202,0.582302234741,1,0.44621944243,-2.70931592036,20.0261755181,0.156252897584,5,0,0,190.896421056
3.85,3.52341975648,1.97634690067,0.635342979458,1,0.451497055079,-2.72164728684,19.9845693828,0.127618317571,5,0,0,190.701449786
3.86,3.52455247068,1.93551926982,0.679183213609,1,0.459151068216,-2.73355940562,19.8431907286,0.0989128298558,5,0,0,190.506712278
3.87,3.52543029347,1.8788591722,0.713822937194,1,0.467130192196,-2.68759493451,19.6457331539,0.0773227946875,5,0,0,212.393510683
3.88,3.52612635028,1.81883499962,0.739262150213,1,0.474858985159,-2.59166704733,19.4212021968,0.0624378312401,5,0,0,230.387584322
3.89,3.52670062255,1.7628563297,0.755500852666,1,0.482087157601,-2.46107936287,19.1894862152,0.0528446213247,5,0,0,244.501718491
3.9,3.52719897866,1.71620209549,0.762539044553,1,0.488603621656,-2.30987861959,18.9673082818,0.0471339206061,5,0,0,254.747704081
3.91,3.52765203293,1.68160480995,0.763758012855,1,0.494348046286,-2.15304235445,18.7662071233,0.043639667553,5,0,0,260.336068236
3.92,3.52807420629,1.65826042022,0.763758012855,1,0.499460459954,-2.00304676264,18.5888505189,0.0408586929848,5,0,0,261.8627813
3.93,3.52846903929,1.64407083646,0.763758012855,1,0.504056056214,-1.86468780837,18.4338535589,0.0381230946416,5,0,0,261.820601247
3.94,3.52883609599,1.63695717674,0.763758012855,1,0.508197763432,-1.7383694879,18.2989241413,0.0352660066171,5,0,0,261.450311342
3.95,3.52917390828,1.63524546445,0.763758012855,1,0.511923292754,-1.62323400036,18.1819684159,0.0322742476797,5,0,0,261.080550546
3.96,3.52948113055,1.63550653811,0.763758012855,1,0.515267850745,-1.5183849371,18.0810846369,0.0291480405839,5,0,0,260.711395792
3.97,3.52975641943,1.63614178662,0.763758012855,1,0.51826598472,-1.42299760145,17.9945465641,0.0258876081695,5,0,0,260.342851149
3.98,3.5299984338,1.63710911088,0.763758012855,1,0.520951197087,-1.33631327577,17.9207882546,0.0224931728642,5,0,0,259.974916654
3.99,3.53020583472,1.63837003009,0.763758012855,1,0.523355648349,-1.25763394323,17.8583901283,0.018964956675,5,0,0,259.60759151
4,3.53037728551,1.63988938725,0.763758012855,1,0.525509939129,-1.18631743165,17.8060662044,0.0153031811898,5,0,0,259.240874664
4.01,3.53051145167,1.64163507835,0.763758012855,1,0.527442960936,-1.12177294602,17.7626524113,0.0115080675771,5,0,0,258.874765001
4.02,3.53060700092,1.64357780331,0.763758012855,1,0.529181805374,-1.06345695825,17.7270958821,0.00757983658782,5,0,0,258.509261382
4.03,3.53066260319,1.64569083693,0.763758012855,1,0.530751721954,-1.01086942585,17.6984451541,0.00351870855531,5,0,0,258.144362665
4.04,3.53067693062,1.64794981827,0.763758012855,1,0.532176115404,-0.963550313052,17.6758411972,-0.00067509660324,5,0,0,257.780067709
4.05,3.53064865753,1.65033255699,0.763758012855,1,0.533476574284,-0.921076390271,17.6585092031,-0.00500135938613,5,0,0,257.416375374
4.06,3.53057646043,1.65281885521,0.763758012855,1,0.5346729237,-0.88305828961,17.6457510726,-0.0094598607062,5,0,0,257.053284522
4.07,3.53045901805,1.65539034381,0.763758012855,1,0.535783295908,-0.849137795912,17.636938542,-0.01405038189,5,0,0,256.690794016
4.08,3.53029501126,1.65803033182,0.763758012855,1,0.536824213567,-0.818985354533,17.6315068968,-0.0187727046768,5,0,0,256.328902724
4.09,3.53008312315,1.66072366801,0.763758012855,1,0.537810681298,-0.7922977785,17.6289492228,-0.0236266112179,5,0,0,255.967609516
4.1,3.52982203896,1.66345661356,0.763758012855,1,0.538756281991,-0.768796139081,17.6288111509,-0.0286118840756,5,0,0,255.606913263
4.11,3.52951044612,1.66621672511,0.763758012855,1,0.539713451431,-0.748223825129,17.6293736216,-0.0337283062224,5,0,0,255.246812838
4.12,3.52914703421,1.66899274715,0.763758012855,1,0.540687979867,-0.73034475766,17.6304506883,-0.03897566104,6,0,0,254.887307118
4.13,3.528730495,1.67177451312,0.763758012855,1,0.538479759773,-0.714941747276,17.6319621978,-0.0443537323187,6,0,0,254.528394983
4.14,3.52825952239,1.67455285454,0.763758012855,1,0.539441479572,-0.701814982994,17.6338350442,-0.0498623042562,6,0,0,254.170075313
4.15,3.52773281245,1.67731951744,0.763758012855,1,0.540427564394,-0.690780641961,17.6360025958,-0.055501161457,6,0,0,253.812346992
4.16,3.52714906342,1.68006708555,0.763758012855,1,0.541440054242,-0.6816696104,17.6384041677,-0.0612700889315,6,0,0,253.455208905
4.17,3.52650697566,1.68278890977,0.763758012855,1,0.542480831552,-0.674326306875,17.6409845366,-0.0671688720949,6,0,0,253.098659942
